ID_Envio,Operador_Logistico,Tipo_Paquete,Tipo_Vehiculo,Modo_Envio,Zona,Clima,Distancia_Km,Peso_Kg,Tiempo_Real_Hs,Tiempo_Esperado_Hs,Con_Demora,Estado_Envio,Calificacion,Costo_Envio,Desvio_Hs
250.99,Blue dart,Indumentaria,Motocicleta,Estándar,Norte,Frío,289.7,19.13,5.0,24.0,No,Entregado,5,1505.89,-19.0
250.99,Xpressbees,Autopartes,Furgoneta,Expreso,Norte,Lluvia,9.1,45.65,5.0,2.0,Si,Demorado,3,232.45,3.0
250.99,Ekart,Indumentaria,Camión,Estándar,Oeste,Neblina,245.8,4.19,5.0,24.0,No,Entregado,5,1241.57,-19.0
250.99,Amazon logistics,Cosmética,Motocicleta,48 hs,Centro,Calor,88.6,8.67,3.0,16.0,No,Entregado,3,469.01,-13.0
250.99,Shadowfax,Cosmética,Motocicleta,Estándar,Centro,Lluvia,59.6,20.84,7.0,24.0,No,Entregado,4,360.52,-17.0
250.99,Fedex,Frágil,Motocicleta,Expreso,Este,Calor,225.4,22.3,5.0,6.0,No,Entregado,5,1243.9,-1.0
250.99,Blue dart,Indumentaria,Motocicleta,Expreso,Sur,Despejado,36.9,45.45,2.0,2.0,Si,Demorado,3,370.85,0.0
250.99,Fedex,Autopartes,Furgoneta,Mismo día,Centro,Tormenta,262.9,31.73,16.0,8.0,Si,Demorado,2,1509.69,8.0
250.99,Amazon logistics,Frágil,Motocicleta,Estándar,Centro,Despejado,262.7,28.7,5.0,24.0,No,Entregado,5,1399.6,-19.0
250.99,Delhivery,Electrónica,Furgoneta,48 hs,Este,Calor,167.2,35.91,7.0,16.0,No,Entregado,3,943.73,-9.0
250.99,Xpressbees,Farmacia,Furgoneta,Expreso,Sur,Calor,127.4,3.49,3.0,4.0,No,Entregado,3,697.47,-1.0
250.99,Fedex,Frágil,Furgoneta,Estándar,Centro,Neblina,267.0,26.49,11.0,24.0,No,Entregado,3,1414.47,-13.0
250.99,Xpressbees,Muebles,Camión,Mismo día,Sur,Frío,214.0,34.34,7.0,8.0,No,Entregado,4,1273.02,-1.0
250.99,Dhl,Documentación,Motocicleta,Mismo día,Centro,Lluvia,124.2,1.02,7.0,8.0,No,Entregado,5,724.06,-1.0
250.99,Ekart,Muebles,Furgoneta,48 hs,Norte,Tormenta,129.5,13.38,7.0,16.0,No,Entregado,4,687.64,-9.0
250.99,Shadowfax,Autopartes,Motocicleta,Expreso,Sur,Neblina,257.0,10.83,7.0,7.0,Si,Demorado,2,1367.49,0.0
250.99,Blue dart,Farmacia,Motocicleta,48 hs,Sur,Calor,264.9,43.16,9.0,16.0,No,Entregado,5,1453.98,-7.0
250.99,Shadowfax,Cosmética,Motocicleta,48 hs,Oeste,Tormenta,163.5,19.83,8.0,16.0,No,Entregado,5,876.99,-8.0
250.99,Delhivery,Frágil,Camión,Mismo día,Norte,Calor,34.6,47.42,3.0,8.0,No,Entregado,4,415.26,-5.0
250.99,Shadowfax,Frágil,Motocicleta,48 hs,Norte,Lluvia,183.1,38.15,13.0,16.0,No,Entregado,4,1029.95,-3.0
250.99,Delhivery,Cosmética,Furgoneta,Mismo día,Sur,Neblina,127.5,41.92,6.0,8.0,No,Entregado,5,863.26,-2.0
250.99,Xpressbees,Documentación,Furgoneta,Estándar,Oeste,Despejado,295.3,8.06,10.0,24.0,No,Entregado,4,1500.68,-14.0
250.99,Dhl,Farmacia,Furgoneta,Expreso,Centro,Neblina,297.1,2.64,12.0,7.0,Si,Demorado,3,1551.92,5.0
250.99,Amazon logistics,Documentación,Camión,Mismo día,Este,Neblina,123.5,29.37,8.0,8.0,Si,Demorado,2,805.61,0.0
250.99,Delhivery,Autopartes,Motocicleta,Estándar,Sur,Tormenta,280.4,3.78,11.0,24.0,No,Entregado,4,1413.34,-13.0
251.0,Blue dart,Cosmética,Camión,Expreso,Oeste,Calor,74.1,28.64,3.0,3.0,Si,Fallido,1,506.42,0.0
252.0,Fedex,Farmacia,Motocicleta,Expreso,Oeste,Frío,58.9,11.97,2.0,3.0,No,Entregado,3,380.41,-1.0
253.0,Blue dart,Muebles,Motocicleta,Estándar,Norte,Despejado,197.4,47.42,8.0,24.0,No,Entregado,5,1129.26,-16.0
254.0,Ekart,Muebles,Motocicleta,Mismo día,Centro,Neblina,150.6,22.4,7.0,8.0,No,Entregado,4,920.2,-1.0
255.0,Shadowfax,Frágil,Furgoneta,48 hs,Este,Calor,224.0,31.45,4.0,16.0,No,Entregado,3,1214.35,-12.0
256.0,Blue dart,Documentación,Furgoneta,48 hs,Oeste,Lluvia,33.9,29.91,4.0,16.0,No,Entregado,5,259.23,-12.0
257.0,Xpressbees,Frágil,Camión,48 hs,Norte,Frío,145.2,46.17,5.0,16.0,No,Entregado,3,864.51,-11.0
258.0,Delhivery,Documentación,Camión,48 hs,Centro,Tormenta,204.9,41.15,9.0,16.0,No,Entregado,4,1147.95,-7.0
259.0,Blue dart,Indumentaria,Furgoneta,Estándar,Centro,Neblina,150.8,39.64,6.0,24.0,No,Entregado,3,872.92,-18.0
260.0,Shadowfax,Cosmética,Motocicleta,Estándar,Centro,Despejado,86.6,16.17,3.0,24.0,No,Entregado,5,481.51,-21.0
261.0,Amazon logistics,Cosmética,Furgoneta,Estándar,Este,Tormenta,150.7,17.56,8.0,24.0,No,Entregado,4,806.18,-16.0
263.0,Ekart,Farmacia,Motocicleta,Estándar,Este,Lluvia,165.6,18.69,7.0,24.0,No,Entregado,3,884.07,-17.0
264.0,Ecom express,Cosmética,Furgoneta,48 hs,Oeste,Neblina,170.2,44.12,5.0,16.0,No,Entregado,5,983.36,-11.0
265.0,Ecom express,Frágil,Furgoneta,Expreso,Este,Despejado,133.4,24.33,4.0,4.0,Si,Fallido,2,789.99,0.0
266.0,Shadowfax,Autopartes,Motocicleta,Mismo día,Este,Despejado,100.0,33.34,4.0,8.0,No,Entregado,3,700.02,-4.0
267.0,Fedex,Frágil,Camión,48 hs,Sur,Frío,22.1,11.47,1.0,16.0,No,Entregado,5,144.91,-15.0
269.0,Shadowfax,Documentación,Camión,Estándar,Este,Despejado,160.6,48.08,6.0,24.0,No,Entregado,4,947.24,-18.0
270.0,Shadowfax,Electrónica,Furgoneta,Expreso,Oeste,Lluvia,257.8,30.28,7.0,7.0,Si,Fallido,1,1429.84,0.0
271.0,Ekart,Farmacia,Motocicleta,Estándar,Norte,Tormenta,235.9,46.05,11.0,24.0,No,Entregado,3,1317.65,-13.0
272.0,Delhivery,Farmacia,Camión,Expreso,Sur,Frío,161.3,41.74,5.0,5.0,No,Entregado,3,981.72,0.0
273.0,Blue dart,Cosmética,Motocicleta,Expreso,Centro,Neblina,192.2,4.85,7.0,5.0,Si,Demorado,2,1025.55,2.0
274.0,Ecom express,Electrónica,Motocicleta,48 hs,Oeste,Lluvia,293.0,48.5,9.0,16.0,No,Entregado,5,1610.5,-7.0
275.0,Dhl,Cosmética,Camión,Mismo día,Oeste,Neblina,290.2,15.21,11.0,8.0,Si,Demorado,3,1596.63,3.0
276.0,Fedex,Frágil,Motocicleta,Estándar,Este,Calor,297.1,10.39,5.0,24.0,No,Entregado,4,1523.17,-19.0
277.0,Fedex,Cosmética,Furgoneta,Expreso,Este,Despejado,5.9,49.52,1.0,2.0,No,Entregado,4,228.09,-1.0
278.0,Amazon logistics,Muebles,Motocicleta,Mismo día,Oeste,Tormenta,191.2,5.3,8.0,8.0,Si,Demorado,3,1071.9,0.0
279.0,Delhivery,Electrónica,Furgoneta,Mismo día,Oeste,Neblina,223.8,32.15,8.0,8.0,Si,Demorado,2,1315.45,0.0
280.0,Delhivery,Muebles,Motocicleta,48 hs,Este,Frío,31.8,46.64,2.0,16.0,No,Entregado,5,298.92,-14.0
281.0,Ekart,Farmacia,Camión,Estándar,Centro,Neblina,109.6,49.52,5.0,24.0,No,Entregado,5,696.68,-19.0
282.0,Fedex,Farmacia,Furgoneta,48 hs,Sur,Tormenta,50.4,43.7,9.0,16.0,No,Entregado,5,383.1,-7.0
283.0,Xpressbees,Farmacia,Furgoneta,48 hs,Sur,Calor,116.0,45.04,3.0,16.0,No,Entregado,4,715.12,-13.0
284.0,Fedex,Muebles,Furgoneta,Estándar,Oeste,Calor,132.9,24.05,3.0,24.0,No,Entregado,5,736.65,-21.0
285.0,Dhl,Muebles,Camión,Mismo día,Oeste,Despejado,54.3,47.84,2.0,8.0,No,Entregado,5,515.02,-6.0
286.0,Ecom express,Documentación,Motocicleta,Mismo día,Este,Neblina,149.3,9.87,6.0,8.0,No,Entregado,3,876.11,-2.0
287.0,Blue dart,Farmacia,Furgoneta,48 hs,Centro,Despejado,57.1,12.91,4.0,16.0,No,Entregado,5,324.23,-12.0
288.0,Shadowfax,Documentación,Camión,Estándar,Centro,Despejado,276.8,10.69,12.0,24.0,No,Entregado,4,1416.07,-12.0
289.0,Fedex,Muebles,Furgoneta,Estándar,Sur,Neblina,51.7,34.82,5.0,24.0,No,Entregado,5,362.96,-19.0
291.0,Amazon logistics,Cosmética,Motocicleta,Estándar,Centro,Calor,103.9,11.4,4.0,24.0,No,Entregado,5,553.7,-20.0
292.0,Ekart,Autopartes,Furgoneta,Expreso,Centro,Calor,127.4,22.72,6.0,4.0,Si,Demorado,2,755.16,2.0
293.0,Ecom express,Farmacia,Furgoneta,Expreso,Este,Frío,117.4,18.36,3.0,4.0,No,Entregado,4,692.08,-1.0
294.0,Ekart,Indumentaria,Motocicleta,Mismo día,Oeste,Lluvia,293.6,0.67,10.0,8.0,Si,Fallido,1,1569.17,2.0
295.0,Fedex,Cosmética,Furgoneta,Expreso,Oeste,Tormenta,199.4,11.71,8.0,5.0,Si,Demorado,2,1082.13,3.0
296.0,Fedex,Documentación,Furgoneta,48 hs,Centro,Despejado,15.6,2.87,1.0,16.0,No,Entregado,5,95.6674,-15.0
297.0,Amazon logistics,Electrónica,Motocicleta,Estándar,Sur,Neblina,250.7,11.8,7.0,24.0,No,Entregado,4,1288.9,-17.0
298.0,Dhl,Indumentaria,Furgoneta,Mismo día,Norte,Despejado,164.1,25.8,2.0,8.0,No,Entregado,5,997.9,-6.0
299.0,Ekart,Autopartes,Furgoneta,Mismo día,Oeste,Frío,35.8,18.21,3.0,8.0,No,Entregado,4,333.63,-5.0
301.0,Dhl,Indumentaria,Furgoneta,Estándar,Centro,Despejado,40.9,19.04,2.0,24.0,No,Entregado,5,261.62,-22.0
302.0,Amazon logistics,Indumentaria,Motocicleta,Expreso,Norte,Neblina,167.7,20.09,7.0,5.0,Si,Demorado,3,948.77,2.0
303.0,Delhivery,Farmacia,Furgoneta,48 hs,Norte,Calor,111.8,15.89,3.0,16.0,No,Entregado,4,606.67,-13.0
304.0,Ecom express,Cosmética,Motocicleta,Mismo día,Este,Calor,21.0,8.0,0.0,8.0,No,Entregado,4,229.0,-8.0
306.0,Blue dart,Electrónica,Furgoneta,Mismo día,Centro,Tormenta,70.8,46.37,8.0,8.0,Si,Demorado,2,593.11,0.0
308.0,Fedex,Farmacia,Motocicleta,48 hs,Oeste,Frío,271.2,45.63,9.0,16.0,No,Entregado,5,1492.89,-7.0
309.0,Ekart,Indumentaria,Furgoneta,Estándar,Sur,Neblina,73.6,30.03,4.0,24.0,No,Entregado,3,458.09,-20.0
310.0,Delhivery,Documentación,Motocicleta,Estándar,Este,Frío,92.4,17.36,1.0,24.0,No,Entregado,4,514.08,-23.0
311.0,Shadowfax,Electrónica,Motocicleta,Estándar,Norte,Calor,14.9,49.46,1.0,24.0,No,Entregado,5,222.88,-23.0
312.0,Xpressbees,Muebles,Motocicleta,Expreso,Oeste,Despejado,145.0,3.55,5.0,4.0,Si,Demorado,3,785.65,1.0
313.0,Blue dart,Indumentaria,Motocicleta,48 hs,Norte,Calor,252.2,46.23,9.0,16.0,No,Entregado,4,1399.69,-7.0
314.0,Ekart,Indumentaria,Motocicleta,Expreso,Norte,Lluvia,33.9,21.07,4.0,2.0,Si,Demorado,2,282.71,2.0
315.0,Ekart,Indumentaria,Motocicleta,48 hs,Norte,Frío,51.2,39.62,2.0,16.0,No,Entregado,5,374.86,-14.0
316.0,Shadowfax,Cosmética,Motocicleta,Estándar,Centro,Lluvia,223.6,40.23,12.0,24.0,No,Entregado,5,1238.69,-12.0
317.0,Xpressbees,Muebles,Motocicleta,48 hs,Norte,Neblina,191.8,15.48,6.0,16.0,No,Entregado,3,1005.44,-10.0
318.0,Xpressbees,Autopartes,Motocicleta,48 hs,Sur,Frío,60.6,4.14,2.0,16.0,No,Entregado,3,315.42,-14.0
320.0,Xpressbees,Indumentaria,Motocicleta,Mismo día,Norte,Despejado,22.1,36.84,3.0,8.0,No,Entregado,5,321.02,-5.0
321.0,Ekart,Indumentaria,Camión,Mismo día,Este,Frío,6.3,13.42,1.0,8.0,No,Entregado,4,171.76,-7.0
322.0,Delhivery,Autopartes,Furgoneta,Estándar,Norte,Neblina,127.4,42.36,8.0,24.0,No,Entregado,4,764.08,-16.0
323.0,Shadowfax,Farmacia,Motocicleta,48 hs,Este,Tormenta,33.2,27.73,7.0,16.0,No,Entregado,5,249.19,-9.0
324.0,Ecom express,Documentación,Motocicleta,Mismo día,Centro,Despejado,88.3,38.22,4.0,8.0,No,Entregado,5,656.16,-4.0
325.0,Ecom express,Farmacia,Motocicleta,Mismo día,Sur,Despejado,262.3,23.86,6.0,8.0,No,Entregado,5,1483.08,-2.0
326.0,Ekart,Farmacia,Furgoneta,Expreso,Este,Neblina,15.8,4.79,1.0,2.0,No,Entregado,4,143.37,-1.0
327.0,Ekart,Indumentaria,Camión,Estándar,Centro,Neblina,239.2,4.47,8.0,24.0,No,Entregado,5,1209.41,-16.0
328.0,Delhivery,Cosmética,Motocicleta,Mismo día,Este,Despejado,115.1,33.73,5.0,8.0,No,Entregado,3,776.69,-3.0
329.0,Blue dart,Indumentaria,Motocicleta,Mismo día,Centro,Despejado,124.2,49.52,6.0,8.0,No,Entregado,4,870.85,-2.0
330.0,Fedex,Indumentaria,Furgoneta,Estándar,Sur,Calor,291.8,38.8,7.0,24.0,No,Entregado,4,1575.4,-17.0
331.0,Fedex,Cosmética,Motocicleta,48 hs,Sur,Tormenta,171.0,23.14,12.0,16.0,No,Entregado,5,924.42,-4.0
332.0,Dhl,Muebles,Furgoneta,Estándar,Norte,Tormenta,12.0,43.81,5.0,24.0,No,Entregado,5,191.43,-19.0
333.0,Ekart,Indumentaria,Motocicleta,Mismo día,Sur,Tormenta,238.4,24.39,11.0,8.0,Si,Demorado,3,1365.17,3.0
334.0,Amazon logistics,Electrónica,Motocicleta,Estándar,Norte,Frío,166.8,28.47,4.0,24.0,No,Entregado,5,919.41,-20.0
335.0,Fedex,Farmacia,Motocicleta,48 hs,Este,Neblina,233.3,16.84,7.0,16.0,No,Entregado,5,1217.02,-9.0
336.0,Amazon logistics,Cosmética,Camión,Expreso,Norte,Frío,46.2,34.0,2.0,2.0,No,Entregado,4,383.0,0.0
337.0,Ecom express,Indumentaria,Furgoneta,Expreso,Norte,Lluvia,79.5,28.58,7.0,3.0,Si,Demorado,3,533.24,4.0
340.0,Ecom express,Autopartes,Motocicleta,Mismo día,Norte,Lluvia,153.7,24.73,6.0,8.0,No,Entregado,4,942.69,-2.0
341.0,Shadowfax,Frágil,Motocicleta,Mismo día,Oeste,Despejado,193.3,8.82,4.0,8.0,No,Entregado,4,1092.96,-4.0
342.0,Ekart,Documentación,Motocicleta,Estándar,Este,Despejado,159.0,38.64,8.0,24.0,No,Entregado,5,910.92,-16.0
343.0,Shadowfax,Muebles,Camión,48 hs,Norte,Tormenta,225.4,49.16,12.0,16.0,No,Entregado,5,1274.48,-4.0
344.0,Fedex,Autopartes,Furgoneta,Mismo día,Este,Despejado,67.7,48.92,5.0,8.0,No,Entregado,3,585.26,-3.0
346.0,Ekart,Indumentaria,Furgoneta,Expreso,Este,Calor,17.1,26.57,1.0,2.0,No,Entregado,5,215.21,-1.0
347.0,Ecom express,Documentación,Furgoneta,Mismo día,Centro,Calor,150.4,15.12,5.0,8.0,No,Entregado,5,897.36,-3.0
348.0,Ecom express,Farmacia,Furgoneta,48 hs,Centro,Despejado,297.1,48.54,7.0,16.0,No,Entregado,5,1632.7206,-9.0
349.0,Blue dart,Autopartes,Motocicleta,Mismo día,Sur,Despejado,198.0,5.95,7.0,8.0,No,Entregado,4,1107.85,-1.0
350.0,Blue dart,Documentación,Motocicleta,Expreso,Norte,Lluvia,145.2,38.94,7.0,4.0,Si,Demorado,3,892.82,3.0
351.0,Fedex,Electrónica,Furgoneta,Expreso,Oeste,Neblina,285.8,28.09,8.0,7.0,Si,Demorado,2,1563.27,1.0
352.0,Delhivery,Indumentaria,Camión,Mismo día,Este,Despejado,24.3,32.34,1.0,8.0,No,Entregado,5,318.52,-7.0
354.0,Dhl,Electrónica,Camión,Mismo día,Norte,Despejado,271.2,21.93,8.0,8.0,Si,Demorado,3,1521.79,0.0
355.0,Ecom express,Electrónica,Camión,48 hs,Norte,Despejado,204.4,26.11,6.0,16.0,No,Entregado,4,1100.33,-10.0
356.0,Ecom express,Farmacia,Motocicleta,Mismo día,Centro,Neblina,111.2,34.93,5.0,8.0,No,Entregado,4,760.79,-3.0
357.0,Blue dart,Frágil,Motocicleta,Expreso,Norte,Tormenta,293.3,47.56,15.0,7.0,Si,Demorado,3,1632.7206,8.0
358.0,Ecom express,Documentación,Motocicleta,Expreso,Centro,Neblina,228.0,20.54,8.0,6.0,Si,Demorado,3,1251.62,2.0
359.0,Delhivery,Muebles,Furgoneta,Expreso,Sur,Calor,293.2,22.4,6.0,7.0,No,Entregado,4,1583.2,-1.0
360.0,Xpressbees,Farmacia,Furgoneta,Estándar,Norte,Lluvia,175.5,8.95,9.0,24.0,No,Entregado,4,904.35,-15.0
361.0,Amazon logistics,Cosmética,Motocicleta,Mismo día,Este,Despejado,3.6,33.73,1.0,8.0,No,Entregado,5,218.19,-7.0
362.0,Ecom express,Autopartes,Furgoneta,Estándar,Norte,Frío,291.6,45.93,7.0,24.0,No,Entregado,4,1595.79,-17.0
363.0,Ekart,Frágil,Furgoneta,48 hs,Sur,Neblina,247.4,26.71,7.0,16.0,No,Entregado,5,1317.13,-9.0
364.0,Ecom express,Documentación,Motocicleta,48 hs,Norte,Tormenta,165.5,12.13,13.0,16.0,No,Entregado,4,863.89,-3.0
365.0,Blue dart,Autopartes,Motocicleta,Expreso,Norte,Calor,49.1,23.26,3.0,2.0,Si,Demorado,2,365.28,1.0
366.0,Fedex,Electrónica,Motocicleta,Mismo día,Norte,Lluvia,264.4,23.82,10.0,8.0,Si,Demorado,3,1493.46,2.0
367.0,Fedex,Autopartes,Furgoneta,Estándar,Centro,Despejado,191.6,12.02,6.0,24.0,No,Entregado,4,994.06,-18.0
368.0,Ekart,Indumentaria,Motocicleta,Mismo día,Norte,Frío,3.6,27.96,1.0,8.0,No,Entregado,4,193.38,-7.0
369.0,Delhivery,Indumentaria,Furgoneta,48 hs,Sur,Calor,148.6,30.89,6.0,16.0,No,Entregado,3,835.67,-10.0
370.0,Xpressbees,Indumentaria,Furgoneta,Mismo día,Norte,Tormenta,294.7,12.88,11.0,8.0,Si,Fallido,1,1612.14,3.0
371.0,Dhl,Indumentaria,Furgoneta,48 hs,Norte,Frío,176.2,22.79,6.0,16.0,No,Entregado,5,949.37,-10.0
372.0,Shadowfax,Muebles,Motocicleta,Estándar,Norte,Neblina,213.5,32.62,8.0,24.0,No,Entregado,5,1165.36,-16.0
373.0,Dhl,Farmacia,Motocicleta,48 hs,Norte,Despejado,197.8,45.41,6.0,16.0,No,Entregado,4,1125.23,-10.0
374.0,Dhl,Cosmética,Motocicleta,Expreso,Norte,Calor,156.1,4.66,7.0,5.0,Si,Demorado,3,844.48,2.0
375.0,Amazon logistics,Electrónica,Furgoneta,Estándar,Este,Calor,207.9,44.9,6.0,24.0,No,Entregado,4,1174.2,-18.0
376.0,Delhivery,Documentación,Camión,Mismo día,Sur,Neblina,59.5,6.85,4.0,8.0,No,Entregado,3,418.05,-4.0
377.0,Xpressbees,Indumentaria,Motocicleta,Mismo día,Norte,Lluvia,102.0,24.77,5.0,8.0,No,Entregado,4,684.31,-3.0
378.0,Xpressbees,Indumentaria,Furgoneta,Estándar,Sur,Calor,266.9,44.04,8.0,24.0,No,Entregado,3,1466.62,-16.0
379.0,Dhl,Cosmética,Motocicleta,Expreso,Este,Despejado,81.7,46.02,4.0,3.0,Si,Demorado,2,596.56,1.0
380.0,Ekart,Farmacia,Motocicleta,48 hs,Este,Despejado,125.6,39.58,2.0,16.0,No,Entregado,4,746.74,-14.0
381.0,Delhivery,Indumentaria,Furgoneta,Estándar,Norte,Frío,31.9,4.86,1.0,24.0,No,Entregado,3,174.08,-23.0
382.0,Ecom express,Documentación,Motocicleta,Estándar,Centro,Lluvia,279.2,15.87,11.0,24.0,No,Entregado,3,1443.61,-13.0
383.0,Ecom express,Autopartes,Furgoneta,48 hs,Sur,Calor,81.5,9.82,3.0,16.0,No,Entregado,4,436.96,-13.0
384.0,Ekart,Farmacia,Motocicleta,Mismo día,Sur,Tormenta,174.7,26.14,13.0,8.0,Si,Demorado,3,1051.92,5.0
385.0,Delhivery,Documentación,Motocicleta,Expreso,Este,Frío,120.2,19.66,3.0,4.0,No,Entregado,3,709.98,-1.0
386.0,Blue dart,Autopartes,Motocicleta,Expreso,Sur,Frío,104.7,45.94,5.0,4.0,Si,Demorado,3,711.32,1.0
387.0,Delhivery,Indumentaria,Motocicleta,48 hs,Oeste,Neblina,51.3,12.1,2.0,16.0,No,Entregado,5,292.8,-14.0
388.0,Amazon logistics,Documentación,Motocicleta,48 hs,Centro,Calor,297.1,42.42,9.0,16.0,No,Entregado,3,1621.26,-7.0
389.0,Ecom express,Cosmética,Motocicleta,Estándar,Centro,Despejado,87.5,18.02,3.0,24.0,No,Entregado,3,491.56,-21.0
390.0,Blue dart,Muebles,Motocicleta,48 hs,Sur,Frío,119.5,43.59,4.0,16.0,No,Entregado,4,728.27,-12.0
391.0,Xpressbees,Electrónica,Furgoneta,Expreso,Norte,Frío,58.6,13.04,4.0,3.0,Si,Demorado,3,382.12,1.0
392.0,Blue dart,Frágil,Camión,Expreso,Norte,Lluvia,188.6,21.04,11.0,5.0,Si,Demorado,2,1056.12,6.0
393.0,Dhl,Documentación,Camión,Expreso,Sur,Tormenta,26.8,19.35,7.0,2.0,Si,Demorado,3,242.05,5.0
394.0,Shadowfax,Cosmética,Furgoneta,Expreso,Oeste,Frío,199.2,38.15,6.0,5.0,Si,Demorado,2,1160.45,1.0
396.0,Amazon logistics,Cosmética,Motocicleta,48 hs,Sur,Despejado,194.6,47.14,9.0,16.0,No,Entregado,4,1114.42,-7.0
397.0,Delhivery,Autopartes,Furgoneta,Estándar,Norte,Frío,3.6,8.13,1.0,24.0,No,Entregado,5,95.6674,-23.0
398.0,Blue dart,Cosmética,Motocicleta,Mismo día,Este,Lluvia,202.4,49.52,11.0,8.0,Si,Demorado,2,1262.0,3.0
399.0,Ekart,Autopartes,Motocicleta,Estándar,Centro,Despejado,14.7,4.68,2.0,24.0,No,Entregado,3,95.6674,-22.0
400.0,Ekart,Muebles,Motocicleta,Estándar,Oeste,Neblina,275.3,26.86,7.0,24.0,No,Entregado,4,1457.08,-17.0
401.0,Ecom express,Electrónica,Furgoneta,Expreso,Sur,Neblina,238.2,10.53,8.0,6.0,Si,Demorado,3,1272.59,2.0
402.0,Xpressbees,Muebles,Motocicleta,48 hs,Este,Lluvia,38.0,24.15,4.0,16.0,No,Entregado,5,262.45,-12.0
403.0,Ekart,Muebles,Camión,Expreso,Este,Frío,167.3,38.22,5.0,5.0,No,Entregado,4,1001.16,0.0
404.0,Ecom express,Cosmética,Furgoneta,Expreso,Centro,Despejado,287.1,24.05,11.0,7.0,Si,Fallido,2,1557.65,4.0
405.0,Fedex,Documentación,Motocicleta,48 hs,Sur,Frío,73.5,42.84,3.0,16.0,No,Entregado,5,496.02,-13.0
406.0,Fedex,Cosmética,Motocicleta,Expreso,Sur,Tormenta,22.7,35.35,4.0,2.0,Si,Demorado,3,269.55,2.0
408.0,Blue dart,Cosmética,Camión,48 hs,Norte,Neblina,42.3,47.15,5.0,16.0,No,Entregado,4,352.95,-11.0
411.0,Blue dart,Indumentaria,Motocicleta,48 hs,Centro,Calor,135.4,27.11,5.0,16.0,No,Entregado,5,758.33,-11.0
412.0,Ekart,Frágil,Motocicleta,Estándar,Este,Frío,297.1,46.75,9.0,24.0,No,Entregado,3,1632.7206,-15.0
413.0,Ekart,Electrónica,Camión,Estándar,Oeste,Despejado,57.8,7.31,2.0,24.0,No,Entregado,4,310.93,-22.0
414.0,Blue dart,Documentación,Furgoneta,Expreso,Oeste,Frío,275.4,46.96,11.0,7.0,Si,Demorado,3,1567.88,4.0
416.0,Xpressbees,Indumentaria,Motocicleta,Expreso,Oeste,Tormenta,270.7,0.67,15.0,7.0,Si,Demorado,2,1404.79,8.0
417.0,Ecom express,Autopartes,Motocicleta,Mismo día,Oeste,Tormenta,271.4,40.57,10.0,8.0,Si,Demorado,2,1578.71,2.0
419.0,Ekart,Documentación,Furgoneta,Estándar,Norte,Tormenta,7.1,28.02,3.0,24.0,No,Entregado,4,119.56,-21.0
420.0,Fedex,Documentación,Camión,48 hs,Centro,Frío,91.5,22.4,2.0,16.0,No,Entregado,5,524.7,-14.0
421.0,Ecom express,Indumentaria,Motocicleta,Expreso,Centro,Calor,131.5,43.96,3.0,4.0,No,Entregado,3,839.38,-1.0
422.0,Xpressbees,Farmacia,Motocicleta,48 hs,Sur,Neblina,295.2,2.76,9.0,16.0,No,Entregado,4,1484.28,-7.0
423.0,Xpressbees,Muebles,Motocicleta,Mismo día,Norte,Tormenta,207.2,42.44,12.0,8.0,Si,Demorado,3,1263.32,4.0
424.0,Shadowfax,Documentación,Furgoneta,Estándar,Centro,Neblina,190.8,35.44,6.0,24.0,No,Entregado,4,1060.32,-18.0
425.0,Dhl,Frágil,Motocicleta,48 hs,Norte,Neblina,193.9,30.19,5.0,16.0,No,Entregado,4,1060.07,-11.0
426.0,Blue dart,Farmacia,Furgoneta,Estándar,Norte,Tormenta,119.5,29.41,10.0,24.0,No,Entregado,5,685.73,-14.0
428.0,Amazon logistics,Muebles,Motocicleta,Mismo día,Oeste,Tormenta,84.6,10.04,6.0,8.0,No,Entregado,4,553.12,-2.0
429.0,Delhivery,Farmacia,Motocicleta,48 hs,Oeste,Frío,225.9,29.22,4.0,16.0,No,Entregado,3,1217.16,-12.0
430.0,Xpressbees,Indumentaria,Motocicleta,Estándar,Oeste,Despejado,195.9,17.75,6.0,24.0,No,Entregado,3,1032.75,-18.0
431.0,Delhivery,Frágil,Motocicleta,Mismo día,Oeste,Neblina,224.2,13.03,10.0,8.0,Si,Fallido,1,1260.09,2.0
432.0,Xpressbees,Documentación,Motocicleta,Estándar,Este,Lluvia,46.3,28.81,5.0,24.0,No,Entregado,4,317.93,-19.0
433.0,Amazon logistics,Electrónica,Motocicleta,Expreso,Oeste,Despejado,166.1,27.21,6.0,5.0,Si,Demorado,2,962.13,1.0
434.0,Blue dart,Muebles,Camión,Expreso,Oeste,Despejado,58.3,16.4,1.0,3.0,No,Entregado,4,390.7,-2.0
435.0,Dhl,Frágil,Motocicleta,Expreso,Sur,Neblina,94.2,32.09,5.0,3.0,Si,Fallido,1,617.27,2.0
436.0,Blue dart,Cosmética,Camión,Mismo día,Este,Despejado,237.8,2.59,7.0,8.0,No,Entregado,5,1296.77,-1.0
437.0,Shadowfax,Documentación,Camión,Mismo día,Sur,Calor,125.8,45.59,4.0,8.0,No,Entregado,4,865.77,-4.0
439.0,Delhivery,Farmacia,Motocicleta,Estándar,Norte,Lluvia,267.7,44.08,15.0,24.0,No,Entregado,5,1470.74,-9.0
